Product,Strength
Metoject  PEN,"27,5 mg solution for  injection in pre-filled pen"
Metoject  PEN,30 mg solution for  injection in pre-filled pen
Metoject  PEN,"250 mg capsules, soft"
Metoject  PEN,200 mg prolonged -  release tablets
Metoject  PEN,25mg proL-release  tablets
Metoject  PEN,100 mg tablets
Metoject  PEN,50 mg tablets
Metoject  PEN,tabl. 100 mg x 20; x 30;  x 50; x 100
Metoject  PEN,200 mg prolonged release  tablets
Metopirone,tabl. 50 mg x 20; x 30;  x 50; x 100
Metoprolol  Polpharma,50 mg tablets
Metoprolol Polpharma,50 mg tablets
Metoprolol  Stada,100 mg tablets
Metoprolol  Stada,50 mg tablets
Metoprolol  Stada 100,100 mg prolonged - release tablets
Metoprolol Stada 200 Retard,200 mg prolonged -  release tablets
Metoprolol  Stada 50,25 mg prolonged -  release tablets
Metoprolol  Tartrate Accord,50 mg prolonged -  release tablets
Metoprolol Tartrate Intas,"23,75 mg prolonged -  release tablets"
Metoprolol Tartrate Intas,95 mg prolonged - release tablets
Metoprolol  TRATRATE INTAS,190 mg prolonged -  release tablets
Metostad,190 mg prolonged -  release tablets
Metostad,"23,75 mg prolonged -  release tablets"
Metostad,"47,5 mg prolonged -  release tablets"
Metostad,95 mg prolonged -  release tablets
Metostad  CR,5 mg/ml solution for  infusion
Metostad  CR,500 mg/100 ml solution  for infusion
Metostad  CR,500 mg/100 ml solution  for infusion
Metracim,500 mg/100 ml solution  for infusion
Metracim,"0,75 % gel"
Metracim,20 mg film - coated  tablets
Metracim,10 mg film - coated  tablets
Metris,"initiation pack 5 mg, lO  mg, 15 mg, 20 mg film - coated tablets"
Metronidazole ABR,1200 mg gastro -  resistant prolonged release tablets
Metronidazole  BIOPHARM,20 mg gastro-resistant  capsules
Metronidazole  Fresenius,40 mg gastro-resistant  capsules
Metrosa,10 000 Eur. Ph. U.  gastro - resistant tablets
Mexia,100 IU/ml solution for  injection
Mexia,50 mg powder for  solution for infusion
Mexia,50 mg powder for  solution for infusion
Mezavant,100 mg powder for  solution for infusion
Mezoprele,"1 % cutaneous spray,  solution"
Mezoprele,1 % gel
Mezym  Forte,"1 % cutaneous spray,  solution"
Miacalcic,1 % cream
Micafungin  Rompharm,"4,465 g/0,45 g/0,0645  g/5 ml rectal solution"
Micafungin  Teva,"drops 1,25 g/100 ml - 30  ml"
Micafungin  Teva,tabl. 8 mg x 50
Micetail,sol. inj. 5 mg/ml
Micetal,sol. inj. 1 mg/ml
Micetal,5 mg/ml solution for  injection/infusion
Micetal,5 mg/ml solution for  injection
Microlax,"3 mg/0,03 mg film -  coated tablets"
Microser,200 mg tablets
Microser,400 mg film - coated  tablets
Midazolam  CHIESI,20 mg/ml oral suspension
Midazolam  CHIESI,40 mg/ml oral suspension
Midazolam  Kalceks,"100 mg capsules, hard"
Midazolam  Medex,"2,5 mg film - coated  tablets"
Midiana,500 mg effervescent  tablets
Mifegyne,50 mg/250 micrograms  coated tablets
MIG  - 400,100 mg/100 mg coated  tablets
MIG  for children,100 mg/100 mg/1 mg/20  mg/2 ml solution for injection
MIG  Junior,"40 mg/90 mg/250  micrograms capsules, soft"
Miglustat  G.L.,100 mg/50 mg/ml solution  for injection
Migtan,300 mg film - coated  tablets
Milalgin,coated tablets
Milgamma,200 mg/50 mg tablets
Milgamma  100,200 mg film - coated  tablets
Milgamma N,100 mg film - coated  tablets
Milgamma N,50 mg film - coated  tablets
Milgamma  NA Injekt,80 mg tablets
Milgamma  Protect,100 mg tablets
Milligest,300 mg tablets
Milorofen,150  mg tablets
Milorofen,200  mg tablets
Milosartan,"100 mg capsules, hard"
Milosartan,5 mg tablets
Milsertan,"0,1 mg tablets"
Milurit,"0,2 mg tablets"
Milurit,"10 micrograms/ dose  nasal spray, solution"
Milurit,60 micrograms oral  liophilisate
Milurit,120 micrograms oral  liophilisate
Mincycline  Ecopharm,240 micrograms oral  liophilisate
Minidiab,"0,2 mg tablets"
Minirin,"1,25 mg hard capsules"
Minirin,"2,5 mg hard capsules"
Minirin,5 mg hard capsules
Minirin Melt,10 mg hard capsules
Minirin Melt,20 micrograms/24 h  intrauterine delivery system
Minirin Melt,15 mg orodispersible  tablets
Miram,30 mg orodispersible  tablets
Mirapril,45 mg orodispersible  tablets
Mirapril,15 mg orodispersible  tablets
Mirapril,30 mg orodispersible  tablets
Mirapril,45 mg orodispersible  tablets
Mirena,30 mg film - coated  tablets
Mirtazapine  Aurobindo,45 mg film - coated tablets
Mirtazapine  Aurobindo,15 mg orodispersible  tablets
Mirtazapine  Aurobindo,30 mg orodispersible  tablets
Mirtazapine  Bluefish,45 mg orodispersible  tablets
Mirtazapine  Bluefish,200 micrograms vaginal  delivery system
Mirtazapine  Bluefish,400 micrograms tablets
Mirzaten,20 mg powder for  solution for injection
Mirzaten,10 mg powder for  solution for injection
Mirzaten  Q-Tab,10  mg powder for solution for injection/infusion or intravesical use
Mirzaten  Q-Tab,2 mg powder for solution  for injection/infusion or intravesical use
Mirzaten  Q-Tab,20 mg powder for  solution for injection/infusion or intravesical use
Misodel,2 mg/ml concentrate for  solution for infusion
MisoOne,"1,5 mg prolonged -  release tablets"
Mitomycin  - С Kyowa,susp. cut. - 40 g
Mitomycin  - С Kyowa,4 g/40 g cutaneous  suspension
Mitomycin  Accord,"powd. inj. vial 1 dose +  solv. pre-filled syr. with fixed needle 0,5 ml x 1"
Mitomycin  Accord,cream
Mitomycin  Accord,gel
Mitoxantron  EBEWE,tabl. film 150 mg x 30
Mivara  SR,"0,1% cream"
Mixtura  Alba,"0,1% ointment"
Mixtura  Alba Galen - Pharma,25 mg/ml solution for  injection
M-M-R  II,35 mg prolonged -  release tablets
Mobilat,15 mg film - coated  tablets
Mobilat,"7,5 mg film - coated  tablets"
Moclobemide  Sopharma,"40 mg/12,5 mg tablets"
Modersone,"80 mg/12,5 mg tablets"
Modersone,80 mg/25 mg tablets
Moditen  Depo,powder for oral solution
Moduxin MR,400 mg film - coated  tablets
Moex,400 mg/250 ml solution  for infusion
Moex,tabl. 2 mg x 30
Mogilarta,2 mg tablets
Mogilarta,"50 micrograms/actuation  nasal spray, suspension"
Mogilarta,1 mg/g cream
Molaxole,1 mg/g cutaneius  solution
Moloxin,1 mg/g cream
Moloxin,220 mg film - coated  tablets
Molsidomin,1 mg/g cream
Molsidomin  WZF,1 mg/g cream
Momanose,"0,1% w/w cream"
Momederm,"0, 1% w/w ointment"
Momederm,"50 micrograms/actuation  nasal soray, suspension"
Momedern,"0,1  % cream"
Momendol,"50 micrograms/actuation  nasal spray, suspension"
Momerid,4 mg chewable tablets
Mometasone  ABR,5 mg chewable tablets
Mometasone  Furoate Auden,10 mg flim - coated  tabl.
Mometasone  Furoate Auden,Capsule T 37 - 7400 MBq  hard capsule for therapeutic use
Mometasone  furoate Cipla,"0,37 - 36 MBq hard  capsule for diagnostic use"
Mometasone  Sandoz,"14,8-3700 MBq/ml oral  solution for therapeutic use"
Mometasone  Teva,37 - 7400 MBq hard  capsule for therapeutic use
Monart,10 mg film - coated  tablets
Monart,4 mg chewable tablets
Monart,5 mg chewable tablets
Moniyot  - 131,5 mg chewable tablets
Moniyot  - 131 Capsule D,10 mg chewable tablets
MONIYOT-131,4 mg chewable tablets
MONIYOT-131  Capsule T,100 mg/ml solution for  injection/infusion
Monkasta,"50 micrograms/ml еye  drops, solution"
Monkasta,50 micrograms/ml eye  drops solution in single - dose container
Monkasta,"20 mg/12,5 mg tablets"
Monlucare,10 mg film - coated tablets
Monlucare,4 mg chewable tablets
Monlucare,5 mg chewable tablets
Monofer,10-40 GBq Radionuclide  generator
Monoprost,4 mg chevabl tablets
Monoprost,5 mg chevabl tablets
Monozide,10 mg film - coated  tablets
Montecon,4 mg chewable tablets
Montecon,5 mg chewable tablets
Montecon,4 mg chewable tablets
Montek,5 mg chewable tablets
Montelex,10 mg film - coated  tablets
Montelex,10 mg film-coated tablets
Montelex,4 mg chewable tablets
Montelukast Accord,5 mg chewable tablets
Montelukast Accord,10 mg chewable tablets
Montelukast  Cipla,4 mg chewable tablets
Montelukast  Cipla,5 mg chewable tablets
Montelukast  Cipla,3 g granules for oral  solution
Montelukast  GSK,200 mg film - coated tablets
Montelukast  GSK,10 mg/ml solution for  injection
Montelukast  GSK,20 mg/ml solution for  injection
Montelukast Synthon,10 mg film - coated tablets
Montelukast Synthon,30 mg/5 ml syrup
Montelukast Synthon,"7,5 mg tablets"
Monural,15  mg tablets
Morivid,suppository
Morphine  Sopharma,"6,9 g powder for oral  solution"
Morphine  Sopharma,"6,9 g powder for oral  solution"
Motilium,powder for oral solution
Movalis,sulution inj. 15 mg.
Movalis,"15 mg/1,5 ml solution  for injection"
Movalis,15  mg tablets
Movalis,"7,5  mg tablets"
Movicol,400 mg film - coated  tablets
Movicol  Lax,400 mg/250 ml solution  for infusion
Moviprep,400 mg film - coated tablets
Movix,"5 mg/ml eye drops,  solution"
Movix,5 mg/ml eye drops  solution
Movix,400 mg film - coated  tablets
Movix,400 mg film - coated  tablets
Moxi,"0,3 mg film - coated  tablets"
Moxifloxacin  Kabi,"0,4 mg film - coated  tablets"
Moxifloxacin  Rivopharm,0.2 mg  film - coated tablets
Moxifloxacin  Rompharm,"0,2 mg film - coated  tablets"
Moxifloxan,"0,4 mg film - coated  tablets"
Moxiquin,"tabl. film 0,3 mg x 30"
Moxistad,"0,2 mg film - coated  tablets"
Moxogamma,"0,4 mg film - coated  tablets"
Moxogamma,10 mg modified - release  tablets
Moxogamma,30 mg modified - release  tablets
Moxonigen,60 mg modified - release  tablets
Moxonigen,100 mg modified -  release tablets
Moxotens,20 mg lozenges
Moxotens,"3,25 g/5 g granules"
Moxotens,200 mg/30 mg film -  coated tablets
MST  Continus,syrup
MST  Continus,15 mg/5 ml syrup
MST  Continus,30 mg/5 ml syrup
MST  Continus,"0,118% nasal spray,  solution"
Mucoangin,100 mg capsules soft
Mucofalk  Orange,154 mg/100 ml syrup
Mucogrip,erkaeltungs - balsam S
Mucohelix,oint. - 50 g; 20 g
Mucolisin,5g/100 g syrup
Mucolisin,30 mg tablets
Muconasal  Plus,600 mg powder for oral  solution
Mucoplant  Anisol,500 mg/200 mg powder for  oral solution
Mucoplant  cough syrup Ivy,15 mg/5 ml syrup
Mucoplant Eukalyptus,30 mg/5 ml syrup
Mucoplant  Eukalyptus Erkaeltungs-balsam S,30 mg tablets
Mucoplant Spitzwegerich  Hustensaft,"75 mg prolonged -  release capsules, hard"
Mucosin  Zentiva,3 million IU solution  for injection
Mucosoft,2 mmol/1 potassium  solution for haemodialysis/haemofiltration
Mucosoft  Complex,potassium - free  solution for haemodialysis/haemofiltration
Mucosolvan,20 mg/g ointment
Mucosolvan,20 mg/g nasal ointment
Mucosolvan,2 mg tablets
Mucosolvan  MAX,4 mg tablets
Multiferon,208 mg powder and  solvent for solution for infusion
MultiLac,1000 mg film - coated  tablets
MultiLac,250 mg film - coated  tablets
Mupirodermal,500 mg film - coated  tablets
Mupironasal,750 mg film - coated  tablets
Musant,8 % medicated nail  lacquer
Musant,"250 mg capsules, hard"
Mustophoran,"150 mg capsules, hard"
Myakell,1% cream
Myakell,250 mg tablets
Myakell,250 mg capsules
Myakell,500 mg film - coated  tablets
Mycodefen,500 mg film - coated  tablets
Mycofenolate  Mofetil Actavis,360 mg gastro -  resistant tablets
Mycomax,180 mg gastro - resistant  tablets
Myconafine,180 mg gastro -  resistant tablets
Myconafine,150 mg capsules
Mycophenolate Mofetil Accord,2 mg tablets
Mycophenolate  Mofetil Mylan,4 mg tablets
Mycophenolate  Mofetil Sandoz,8 mg tablets
Mycophenolic  Acid Accord,"2,5 % eye drops,  solution"
Mycophenolic  Acid Accord,150 mg film - coated  tablets
Mycophenolic  Acid Teva,"0,2 mg/ml + 3,1 mg/ml +  10 mg/ml solution for injection"
Mycosyst,180 mg gastro -  resistant tablets
Myden,360 mg gastro -  resistant tablets
Myden,2 mg film - coated  tablets
Myden,"0,23 mg powder for  solution for injection"
Mydfrin,"0,23 mg kit for  radiopharmaceutical preparation"
Mydocalm,100 mg film-coated  tablets
Mydrane,"120 mg gastro-resistant  capsules, soft"
Myfortic,"3 mg/0,02 mg film -  coated tablets"
Myfortic,
Myleran,
Myoview,описание:
Myoview,"0,1% eye drops, solution"
Myprofen,"11,6 mg/g gel"
Myrtol,1 % cream
MYWY,50 mg gastro - resistant tablets
,"11,6 mg/g gel"
"Одобрени КХП на лекарствени продукти, разрешени за употреба в Р.  България",75 mg/3 ml solution for  injection
,75 mg modified - release  capsules
търговско  наименование:,100 mg prolonged -  release tablets
,550 mg film - coated  tablets
Naclof,275 mg film - coated  tablets
Naclofen,550 mg film - coated  tablets
Nadixa,"sol. inj. 0,4 mg/ml - 1  ml x 10"
Naklofen,"0,4 mg/ml solution for  injection"
Naklofen,50 mg film - coated tablets
Naklofen,"2,5 mg solution for  injection in pre - filled syringe"
Naklofen  duo,"7,5 mg solution for  injection in pre - filled syringe"
Naklofen  SR,10 mg solution for  injection in pre - filled syringe
Nalgesin,15 mg solution for  injection in pre - filled syringe
Nalgesin,30 mg powder and solv.
Nalgesin  Forte,"powd. inj. vial 0,5 mg x  5"
Naloxon,"0,5 mg Kit for  radiopharmaceutical preparation"
Naloxon WZF,100 mg film - coated  tablets
Naltrexone Accord,200 mg film - coated  tablets
Namaxir,25 mg film - coated  tablets
Namaxir,300 mg film - coated  tablets
Namaxir,"1 mg/ml nasal drops,  solution"
Namaxir,250 mg tablets
Naniprus,"55 micrograms/dose nasal  spray, suspension"
Nanocoll,spray nas. 55 mcg/dose -  120 doses
Nanocoll,"spray nas. 5% / 0,1 %"
Nantarid,"5%/0,l% nasal spray,  solution"
Nantarid,"5%/0,05% nasal spray,  solution"
Nantarid,"oral drops, solution"
Nantarid,"50 micrograms/actuation,  nasal spray, suspension"
Napha-nasal  Adipharm,"50 micrograms/actuation  nasal spray, suspension"
Naproxen  Actavis,"0,9% solution for  infusion"
Nasacort,100 mg/ml solution for  injection
Nasacort  AQ,9 mg/ ml solution for  injection
Nasic,"0,9 mg/ml solution for  infusion"
Nasic,"0,9% solution for  infusion"
Nasic  Kids,"0,9% solution for  infusion"
Naso - Heel S,"0,9 % + Glucose 5  % B. Braun solution for infusion"
Nasonex,"sol. inf. 0,9% - 500 ml  x 1"
Nasostad,"1,5 mg/5 mg modified -  release tablets"
Natrii  Chloridum Biopharm,"1,5 mg/10 mg modified -  release tablets"
Natrium  Bromatum Sopharma,tabl. 210 mg x 30
Natrium  Chloratum Sopharma,"80 mg capsule, soft"
Natrium  Chlorid Alkaloid,10 mg/ml concentrate for  solution for infusion
Natrium  Chlorid Braun,"20 mg capsules, soft"
Natrium  Chlorid Braun,"30 mg capsules, soft"
Natrium  Chloride,5 mg capsules
"Natrium  Chloride 0,9% + Glucose 5% Actavis",1 mg/ml solution for  injection
Natrixam,"0,25 mg/ ml nasal drops,  solution"
Natrixam,"0,5 mg/ml nasal drops,  solution"
Natural  Senna Laxative,5 mg tablets
Navelbine,5 mg tablets
Navelbine,5 mg tablets
Navelbine,250 mg/ml solution for  injection
Navelbine,5 mg tablets
Navoban,5  mg tablets
Navoban,"5 mg/12,5 mg film -  coated tablets"
Nazopass,5 mg/25 mg film - coated  tablets
Nazopass,5 mg tablets
Nebacop,5 mg tablets
Nebicard,5 mg tablets
Nebicor,5 mg tablets
Nebido,5 mg tablets
Nebilan,5 mg tablets
Nebilet,"5 mg/12,5 mg film -  coated tablets"
Nebilet  Plus,"5 mg/12,5 mg film -  coated tablets"
Nebilet  Plus,5 mg tablets
Nebitrix,"1,5 mg tablet"
Nebivocon,100 mg/100 mg/1 mg/20  mg/2 ml solution for injection
Nebivolol  - Teva,"0,5 ml suspension for  injection in pre - filled syringe"
Nebivolol  Actavis,500 mg tablets
Nebivolol  Ecopharm,coated tablets
Nebivolol  Sandoz,"1,20 mg/0,60 mg/5,90 mg  lozenges"
Nebivolol/Hydrochlorothiazide  Accord,"1,20 mg/0,60 mg/5,90 mg  lozenges"
Nebivolol/Hydrochlorothiazide  Teva,"1,20 mg/0,60 mg/5,90 mg  lozenges"
Nebizita,"1,20 mg/0,60 mg/5,72 mg  lozenges"
Nebremel,15 mg lozenges
Neiraxin  В,5 mg/1 mg compressed  lozenges
NeisVac-C,"2 mg/ml + 0,5 mg/ml  oromucosal spray, solution"
Nelidix,5 mg/1 mg compressed  lozenges
Nelladel Complex,500 mg/125 mg film -  coated tablets
Neo  - Angin,875 mg/125 mg film - coated tablets
Neo - Angin Cherry,tabl. loz. x 24
Neo  - Angin Sage,1.20 mg/0.60 mg/5.90 mg  lozenges
Neo  - Angin Sugar Free,1.20 mg/0.60 mg/5.90 mg  lozenges
Neo  - Bronchin,15mg tablets
Neo  Tyrcine Lemon,400 mg film - coated  tablets
Neo  Tyrcine Menthol,tabl. 5 mg x 30
Neo  Tyrcine Menthol,tabl. 10 mg x 30
Neoamoclav,75 mg/30 mg solution for  infusion
Neoamoclav,500 mg film - coated  tablets
Neo-angin,500 mg film - coated  tablets
Neo-angin  cherry,850 mg film - coated  tablets
Neo-Angin  sage,250 mg film - coated  tablets
Neoaripi,500 mg film - coated  tablets
Neocef,1 mg tablets
Neodipin  Bes - T,2 mg tablets
Neodipin  Bes - T,3 mg tablets
Neodolpasse,4 mg tablets
Neofloxacin,2 mg tablets
Neoformin,"0,5 mg tablets"
Neoformin,1 mg tablets
Neofuroxime,"spray cut. 11,72 mg/g"
Neofuroxime,"11,72 mg/g cutaneous  spray, suspension"
Neoglim,"tabl. film 2,5 mg x 30"
Neoglim,"1,5 mg prolonged - release  tablets"
Neoglim,"225 ppm mol/mol  medicinal gas, complressed"
Neoglim,"450 ppm mol/mol  medicinal gas, compressed"
Neoglinid,"1000 ppm mol/mol  medicinal gas, compressed"
Neoglinid,10 mg tablets
Neoglinid,5 mg tablets
Neomycinum,1 mg film - coated  tablets
Neomycinum  TN,2 mg film - coated  tablets
Neopamid,3 mg film - coated  tablets
Neopamid  SR,4 mg film - coated  tablets
Neophyr,10 mg film - coated  tablets
Neophyr,20 mg film - coated  tablets
Neophyr,40 mg film - coated  tablets
Neorami,20 mg film - coated  tablets
Neorami,"20 mg/12,5 mg film - coated  tablets"
Neorisp  1,"40 mg/12,5 mg film - coated  tablets"
Neorisp 2,10 mg film - coated  tablets
Neorisp 3,20 mg film - coated  tablets
Neorisp 4,40 mg film - coated  tablets
Neoroso,60 mg prolonged -  release tablets
Neoroso,20 mg tablets
Neosara,40 mg tablets
Neosara,20 mg concentrate sol  infus.
Neosara-Co,"10 mg capsules, hard"
Neosara-Co,"25 mg capsules, hard"
Neosimva,35 mg modified - release  tablets
Neosimva,100 mg film - coated  tablets
Neosimva,400 mg film - coated  tablets
Neosorbid,10 mg coated tablets
Neosorbid,2 mg prolonged - release  tablets
Neosorbid,3 mg prolonged - release  tablets
Neotecan,4 mg prolonged - release  tablets
Neotigason,8 mg prolonged - release  tablets
Neotigason,tabl. x 50
Neotri  MR,"50 micrograms/100  micrograms/dose inhalation powder, pre - dispensed"
Neoxell,"50 micrograms/250  micrograms/dose inhalation powder, pre - dispensed"
Neoxell,"50 micrograms/500  micrograms/dose inhalation powder, pre - dispensed"
Nergolin,48 MU solution for injection
Nervamat,30 MU solution for injection
Nervamat,48 MU solution for  injection in pre - filled syringe
Nervamat,30 MU solution for  injection in pre - filled syringe
Nervamat,tablets
Nervoheel  N,"15 mg/10 mg/0,02 mg film  - coated tablets"
Neuair  Airmaster,25 mg film-coated  tablets
Neuair  Airmaster,"600 mg capsules, soft"
Neuair  Airmaster,"100 mg capsules, hard"
Neupogen,"300 mg capsules, hard"
Neupogen,"400 mg capsules, hard"
Neupogen  Singleject,tabl. 200 mg x 50
Neupogen  Singleject,300 mg prolonged -  release tablets
