Product,Strength
Nurofen  Express,40 mg/ml oral suspension
Nurofen  Express Forte,40 mg/ml oral suspension
Nurofen  Femina Forte,400 mg coated tablets
Nurofen  for Children,"100 mg chewable  capsules, soft"
Nurofen  for Children,200 mg/5 ml oral  suspension
Nurofen  for children Forte Orange,200 mg/5 ml oral  suspension
Nurofen  for Children Forte Strawb,caps. soft 200 mg x 2; x  4; x 6; x 8; x 10; x 12; x 16; x 20; x 24; x 30; x 40; x 48
Nurofen  for Children Orange,345 mg film - coated tablets
Nurofen  for Children Strawberry,200 mg/30 mg film - coated  tablets
Nurofen  for Children Strawberry,256 mg coated tablets
Nurofen  for kids and Junior Orange,500 mg/200 mg tablets
Nurofen  for Kids and Junior strawberry,32/64 peri emulsion for  infusion
Nurofen  Forte,emulsion for infusion
Nurofen  Junior Orange,special emulsion for  infusion
Nurofen Junior Orange,emulsion for infusion
Nurofen Junior Strawberry,emulsion for infusion
Nurofen  Liquid Capsules,emulsion for infusion
Nurofen  Migraine Pain,56/144 special emulsion  for infusion
Nurofen  Stopcold,plus emulsion for  infusion
Nurofen  X2,special emulsion for  infusion
Nurulin  Duo,emulsion for infusion
Nutriflex  Lipid,emulsion for infusion
Nutriflex  Lipid Special,emulsion for infusion
Nutriflex  Lipid 56/144,emulsion for infusion
Nutriflex Lipid Peri,solution for infusion
Nutriflex Lipid Plus,solution for infusion
Nutriflex Lipid Special,solution for infusion
Nutriflex  Omega,solution for peritoneal  dialysis
NuTRiflex Omega,solution for peritoneal  dialysis
NuTRiflex Omega,"0,120 mg/0,015 mg per 24  hours, vaginal delivery system"
Nutriflex  Omega 38/120 Plus,"oral drops, solution"
Nutriflex Omega Peri,"2,5 mg film - coated  tablets"
Nutriflex  Omega Plus,"7,5 mg film - coated  tablets"
Nutriflex  Omega Special,15 mg film - coated  tablets
Nutriflex  Peri,20 mg film - coated  tablets
Nutriflex  Plus,10 mg orodispersible  tablets
Nutriflex  special,15 mg orodispersible  tablets
Nutrineal  PD4 Clear - Flex,20 mg orodispersible  tablets
"Nutrineal  PD4 with 1,1% amino acids",5 mg orodispersible  tablets
NuvaRing,10 mg film - coated tablets
Nux  Vomica - Homaccord,5 mg film - coated  tablets
Nykob,"gel eye 0,1% - 5 g x 1"
Nykob,"0,25 mg film - coated  tablets"
Nykob,2 mg film - coated  tablets
Nykob,5 mg film - coated  tablets
Nykob,"0,5 mg film - coated  tablets"
Nykob,1 mg film - coated  tablets
Nykob,100 000 IU/g ointment
Nykob,100 000 IU/g cream
Nykob,100 000 IU/g cream
Nykob,100 000 IU/g ointment
Nyolol  Gel,500 000 IU tablets
Nypero,
Nypero,
Nypero,
Nypero  ,описание:
Nypero  ,
Nystatin  ABR,"1 mg/ml + 20 mg/ml  cutaneous spray, solution"
Nystatin ABR,100 mg/ml solution for  infusion
Nystatin  Actavis,50 mg/ml solution for  infusion
Nystatin  Actavis,1000 IU powder and  solvent for solution for injection
Nystatin  Actavis,500 IU powder and  solvent for solution for injection
,1000 IU powder and  solvent for solution for injection
"Одобрени КХП на лекарствени продукти, разрешени за употреба в Р.  България",500 IU powder and  solvent for solution for injection
,45 - 70 mg/ml solution  for infusion
търговско  наименование:,500 IU powder and  solvent for solution for injection
,1000 IU powder and  solvent for solution for injection
Ocrenisept,"2,6 mg lozenges"
Octagam  10%,"1 mg/ml + 20 mg/ml  cutaneous spray, solution"
Octagam  5%,"1 mg/ml + 20 mg/ml cutaneous spray, solution"
Octanate  1000,"1 mg/ml + 20mg/ml  cutaneous spray, solution"
Octanate  500,100 micrograms/ml  solution for injection
Octanine  F,50 micrograms/ml  solution for injection
Octanine  F,500 micrograms/ml  solution for injection
Octaplas  LG,"0,05 mg/ml sol. for inj."
Octaplex,"0,1 mg/ml sol. for inj."
Octaplex,20 mg powder and solvent  for prolonged - release suspension for injection
Octeangin,30 mg powder and solvent  for prolonged - release suspension for injection
Octecare,"0,05 mg/ml solution for  injection"
Octenidine  dihydrochloride + Phenoxyethanol  FGK,"0,1 mg/ml solution for  injection"
Octenisept,"10,0 mg / g eye gel"
Octreotide  CSC,"0,06 % gel"
Octreotide  CSC,"0,75 mg/dose transdermal  gel"
Octreotide  CSC,200 mg film - coated tablets
Octreotide  Floella,"2,5 mg/g eye gel"
Octreotide  Floella,5 mg/ml eye drops  solution
Octreotide  LAI Teva,5 mg/ml eye drops  solution
Octreotide  LAI Teva,"2,5 mg/ml - 5 ml eye  drops, solution"
Octreotide  Lyomark,"5 mg/ml eye drops,  solution"
Octreotide  Lyomark,"20 mg/ml eye drops,  solution"
Oculotect  Gel,"20 mg/ml + 5 mg/ml eye  drops, solution"
Oestrogel,"20 mg/ml + 5 mg/ml eye  drops, solution"
Oestrogel,400 mg granules for oral  solution in sachet
Ofloxin,600 mg granules for oral  solution in sachet
Oftagel,5 mg tablets
Oftamid,10 mg tablets
Oftan  Timolol,5 mg film -coated tablets
Oftan Timolol,10 mg film - coated  tablets
Oftaquix,15 mg film - coated  tablets
Oftidor,"2,5 mg film - coated  tablets"
Oftidorix,20 mg film - coated  tablets
Oftidorix  PF,"7,5 mg film - coated  tablets"
OKLYS,10 mg orodispersible  tablets
OKLYS  FORTE,15 mg orodispersible  tablets
Olanzacon,20 mg orodispersible  tablets
Olanzacon,5 mg orodispersible  tablets
Olanzapin  Actavis,15 mg film - coated  tablets
Olanzapin  Actavis,"2,5 mg film - coated  tablets"
Olanzapin Actavis,20 mg film - coated  tablets
Olanzapin Actavis,"7,5 mg film - coated  tablets"
Olanzapin Actavis,5 mg film - coated tablets
Olanzapin Actavis,10 mg film - coated tablets
Olanzapine  - EGIS,10 mg orodispersible  tablets
Olanzapine  - EGIS,5 mg orodispersible  tablets
Olanzapine  - EGIS,10 mg film - coated  tablets
Olanzapine  - EGIS,15 mg film - coated  tablets
Olanzapine  Accord,20 mg film - coated  tablets
Olanzapine  Accord,5 mg film - coated  tablets
Olanzapine  Accord,"tabl. film. 7,5 mg x 7;  x 28; x 56"
Olanzapine  Accord,20 mg orodisp. tabl.
Olanzapine  Accord,5 mg orodisp. tabl.
Olanzapine  Accord,10 mg orodisp. tabl.
Olanzapine  GSK,15 mg orodisp. tabl.
Olanzapine  GSK,"5 mg; 7,5 mg; 10  mg. flim-coatwd tablets"
Olanzapine Medana,5 mg film - coated  tablets
Olanzapine Medana,10 mg film - coated  tablets
Olanzapine Medana,"14 400 IU/ml oral drops,  solution"
Olanzapine Medana,10 mg film - coated  tablets
Olanzapine  Niolib,20 mg film - coated  tablets
Olanzapine  Polpharma,5 mg film - coated  tablets
Olanzapine  Polpharma,"40 mg prolonged - release  capsules, hard"
Olanzapine  Polpharma,"60 mg prolonged - release  capsules, hard"
Olanzapine  Polpharma,N4 - 1000 E emulsion for  infusion
Olanzapine  Sanovel,N4 - 550 E emulsion for  infusion
Olanzapine  STADA,N5 - 800 E emulsion for  infusion
Olanzapine  STADA,N6 - 900 E emulsion for  infusion
Oleovit  D3,emulsion for infusion
Olfrex,emulsion for infusion
Olfrex,emulsion for infusion
Olfrex,emulsion for infusion
Olicard,emulsion for infusion
Olicard,emulsion for infusion
Oliclinomel,emulsion for infusion
Oliclinomel,emulsion for infusion
Oliclinomel,emulsion for infusion
Oliclinomel,emulsion for infusion
Oliclinomel N 5 - 800 Е,emulsion for infusion
Oliclinomel  N 6 - 900 E,"10, 20, 40 mg  film-coated tablets"
Oliclinomel N 7-1000 Е,10 mg film - coated tablets
Oliclinomel  N4 - 550E,20 mg film - coated tablets
OLIMEL N12E,40 mg film - coated tablets
Olimel N4E,"0,12 % nasal spray,  solution"
Olimel  N5E,20 mg/5 mg film - coated  tablets
Olimel  N7,40 mg/5 mg film - coated  tablets
Olimel  N7E,10 mg film - coated  tablets
Olimel  N9,20 mg film - coated  tablets
Olimel  N9E,40 mg film - coated tablets
Olimesta,10 mg film - coated  tablets
Olimestra,20 mg film - coated  tablets
Olimestra,40 mg film - coated  tablets
Olimestra,20 mg/5 mg film - coated  tablets
Olinth  Hydra,40 mg/5 mg film - coated  tablets
Olmedipin,40 mg/10 mg film - coated  tablets
Olmedipin,"40 mg/12,5 mg film - coated  tablets"
Olmedix,"20 mg/12,5 mg film -  coated tablets"
Olmedix,"40 mg/12,5 mg film -  coated tablets"
Olmedix,40 mg/25 mg film -  coated tablets
Olmesartan  Aurobindo,"20 mg/12,5 mg film -  coated tablets"
Olmesartan  Aurobindo,20 mg/25 mg film -  coated tablets
Olmesartan  Aurobindo,20 mg/5 mg film - coated  tablets
Olmesartan  Medoxomil/Amlodipine,40 mg/5 mg film - coated  tablets
Olmesartan  Medoxomil/Amlodipine,40 mg/10 mg film -  coated tablets
Olmesartan  Medoxomil/Amlodipine,10 mg film - coated  tablets
Olmesartan/HCTZ  Mylan,10 mg film - coated  tablets
Olmesartan/HCTZ  Mylan,10 mg film - coated  tablets
Olmesartan/Hydrochlorothiazide  Aurobindo,20 mg film - coated tablets
Olmesartan/Hydrochlorothiazide  Aurobindo,40 mg film - coated tablets
Olmesartan/Hydrochlorothiazide  Aurobindo,20 mg/5 mg film - coated  tablets
Olmesartan/Hydrochlorothiazide  Aurobindo,40 mg/5 mg film - coated  tablets
Olmesartin  Medoxomil/Amlodipine Accord,20 mg/25 mg film - coated  tablets
Olmesartin  Medoxomil/Amlodipine Accord,"40 mg/12,5 mg film - coated  tablets"
Olmesartin  Medoxomil/Amlodipine Accord,40 mg/25 mg film - coated  tablets
Olmesta,"20 mg/12,5 mg film - coated  tablets"
Olmesta,20 mg film - coated tablets
Olmesta,40 mg film - coated  tablets
Olmesta,20 mg/5 mg film - coated  tablets
Olmesta,40 mg/5 mg film - coated  tablets
Olmesta  A,40 mg/10 mg film - coated  tablets
Olmesta  A,"40 mg/12,5 mg film - coated  tablets"
Olmesta  Plus,"20 mg/12,5 mg film - coated  tablets"
Olmesta  Plus,20 mg/5 mg film - coated  tablets
Olmesta  Plus,40 mg/5 mg film - coated  tablets
Olmesta  Plus,40 mg/10 mg film -  coated tablets
Olmezide,"1 mg/ml eye drops,  solution"
Olmezide,"1 mg/ml eye drops,  solution"
Olmezide  AM,concentrate for oral  solution
Olmezide  AM,"1 mg/ml eye drops,  solution"
Olmezide  AM,10 mg film - coated  tablets
Olmezide Plus,20 mg film - coated  tablets
Olmezide Plus,40 mg film - coated  tablets
Olmita,tabl. film. 5 mg x 10; x  28; x 30; x 50; x 56; x 84; x 112
Olmita,tabl. film. 10 mg x 7; x  10; x 28; x 30; x 50; x 56; x 60; x 84; x 112
Olmita,"0,1% nasal spray,  solution"
Olopatadine  Unimed Pharma,"0,1% nasal spray,  solution"
Olopatadine  Zentiva,"0,05% nasal spray,  solution"
Olopeg,"0,1% nasal spray,  solution"
Olovision,200 mg/30 mg film-coated  tablets
Olsart,"1000 mg capsules, soft"
Olsart,500 mg/ml solution for  injection
Olsart,"500 mg/ml oral drops,  solution"
Olstadryn,emul. inf. - 50 ml x 10;  100 ml x 10
Olstadryn,20 mg gastro - resistant  hard capsules
Olynth,40 mg gastro - resistant  hard capsules
Olynth,"20 mg gastro - resistant capsules, hard"
Olynth,"20 mg gastro - resistant  capsules, hard"
Olynth  Hydra,"40 mg gastro -resistant capsules, hard"
Olytabs,"20 mg gastro - resistant  capsules, hard"
Omacor,"20 mg gastro - resistant  capsules, hard"
Omalgin,"20 mg gastro - resistant  capsules, hard"
Omalgin,"10 mg gastro - resistant  capsules, hard"
Omegaven,"20 mg gastro - resistant  capsules, hard"
Omemyl,"40 mg gastro - resistant  capsules, hard"
Omemyl,"10 mg gastro - resistant  capsules, hard"
Omeprazid,"40 mg gastro - resistant  capsules, hard"
Omeprazol  Genericon,"20 mg gastro - resistant capsules, hard"
Omeprazole  Accord,"20 mg gastro - resistant  capsules, hard"
Omeprazole  Accord,solution for injection
Omeprazole  Sandoz,sol. inj. 250 mg/ml - 1  ml x 5
Omeprazole  SDZ,"0,4 mg prolonged -  release tablets"
Omeprazole  STADA,300 mgI/ml solution for  injection
Omeprazole  STADA,350 mgI/ml solution for  injection
Omeprazole  STADA,"0,5 mmol/ral solution  for injection"
Omeprazole  Zentiva,2 mg/ml solution for injection/infus
Omeprazole  Zentiva,2 mg/ml solutiotion for  injection or infusion
Omeprazole  Zentiva,"0,08 mg/ml solution for  infusion"
Omeprozone,30 mg hard gastro -  resistant capsules
Omnadren,60 mg hard gastro -  resistant capsules
Omnadren  250,"50 micrograms/ml + 5  mg/ml eye drops, solution"
Omnic  Tocas,"50 micrograms/ml eye  drops, solution"
Omnipaque,"50 micrograms/ml +  5mg/ml eye drops, solution"
Omnipaque,"0,2 mg/ml + 19 mg/ml +  0,5 mg/ml eye drops, solution"
Omniscan,240 mgI/ml solution for  injection/infusion
Oncotrone,300 mgI/ml solution for  injection/infusion
Ondansetron  Accord,320 mgI/ml solution for  injection/infusion
Ondansetron  B. Braun,350 mgI/ml solution for  injection/infusion
Onelar,"40 mg/ml + 0,005 mg/ml  solution for injection"
Onelar,"40 mg/ml + 0,01 mg/ml  solution for injection"
Ophtaprost,300 IR sublingual  tablets
Ophtaprost,100 IR/300 IR sublingual  tablets
OPHTAPROST  TIM,sublingual tablets
Ophthalmo  - Septonex,sublingual tablets
Optiray,"80 micrograms/4,5  micrograms/inhalation, inhalation powder"
Optiray,5 mg tablets
Optiray,"120 mg capsules, hard"
Optiray,"60 mg capsules, hard"
Orabloc,"60 mg capsules, hard"
Orabloc,"120 mg capsules, hard"
ORALAIR,"20 mg gastro - resistant  capsules, hard"
ORALAIR,"40 mg gastro -resistant capsules, hard"
Oralair  100 IR & 300 IR,40 mg powder for  solution for injection/infusion
Oralair  300 IR,"0,2%/0,15% oromuconasal  spray, solution"
Orest  Easyhaler,1 mg/1 mg lozenges
Orgametril,250 mg film - coated  tablets
Orlistat  Polpharma,500 mg film - coated  tablets
Orlistat  Polpharma,tabl. film. 40 mg x 30;  x 28
Orlistat  Teva,10 mg film - coated  tablets
Orlistat  Teva ,20 mg film - coated  tablets
Ormus,15 mg film - coated  tablets
Ormus,20 mg film - coated  tablets
Ormus,10 mg film - coated tablets
Orofar,"0.05% nasal drops,  solut."
Orofar,oral sol. 10 mg/ml - 150  ml
Oroflocina,"100 mg capsules, hard"
Oroflocina,pillules
Oropram,3 mg/3ml solution for  injection
Oropram,150 mg film - coated  tablets
Oropram,pillules
Oroprex,pillules
Oroprex,150 mg film - coated  tablets
Oroprex,pillules
Ortrivin,5 mg film - coated  tablets
Orungal, 10  mg film - coated tablets
Orungal,caps. 250 mg x 12; x 1  000
Osadent,250 mg/5 ml powder for  oral suspension
Osagrand,500 mg /5 ml powder for  oral suspension
Osagrand,500 mg film - coated  tablets
Osanit,1000 mg film - coated  tablets
Osanit Colic Pillules,1000 mg dispersible  tablets
Osbonelle,500 mg dispersible  tablets
Oscillococcinum,1000 mg dispersible  tablets
Osolfamat,1 000 000 IU film -  coated tablets
Osolfamat,1 500 000 IU film -  coated tablets
Ospamox,400 000 IU/5 ml oral  suspension
Ospamox,500 000 IU film - coated  tablets
Ospamox,caps. 250 mg x 12; x  100; x 1 000
Ospamox,250 mg/5 ml granules for  oral suspension
Ospamox,1000 mg - film coated  tablets
Ospamox,500 mg - film coated  tablets
Ospamox  Quicktab,2mg; 6mg; conc.  Solut.infus.
Ospamox  Quicktab,150 mg film - coated  tablets
Ospen,3 mg solution for  injection in pre - filled syringe
Ospen,50 mg film - coated  tablets
Ospen,tabl. coat. 200 mg x 150
Ospen,tabl. film 520 mg x 30
Ospexin,"0,5 micrograms capsules,  soft"
Ospexin,"0,25 micrograms soft  capsules"
Ospexin,"oral drops, solution"
Ospexin,tablets
Ossica,"0,25 mg micrograms capsules,  soft"
Ossica,tabl. film 800 mg x 40
Ossica,830 mg film - coated  tablets
Ossica,20 micrograms/80  microliterssolution for injection in pre-filled pen
Ossopan  200,tabl. eff. x 20
Ostac,5 mg film - coated  tablets
Osteo  D,drops ear 20% - 10 g
Osteo  D,"4 g/100 g + 1 g/100 g  ear drops, solution"
Osteobios,"4g/100g + lg/100g ear  drops, solution"
Osteocynesine,"40 mg/g +10 mg/g ear  drops, solution"
Osteod,"0,1% nasal drops,  solution"
Osteogenon,"0,05% nasal drops,  solution"
Osteogenon,"0,5 mg/ml + 0,6 mg/ml  nasal spray, solution"
Osteoteri,"0,5 mg/ml + 0,6 mg/ml  nasal spray, solution"
Osteovital,"0,1% nasal spray,  solution"
Otaza,"1 mg/ml + 50 mg/ml nasal  spray, solution"
Otinum,"0,5 mg pessaries"
Otipax,caps. 200 mg x 10; x 14
OTIRELAX,caps. 400 mg x 12
Otofix,caps. 250 mg x 20
Otrivin,5 mg/ml conc. For  solution for infusion
Otrivin,"powd. sol. for inf. 50  mg, 100 mg x 1"
Otrivin  Complex,50 mg; 100 mg powder for  solution for infusion
Otrivin  Extra,5 mg/ml concentrate for  solution for infusion
Otrivin  Menthol,50 mg powder for  solution for infusion
Otrivin  Plus,100 mg powder for  solution for infusion
Ovestin,5 mg/ml powder for  solution for infusion
Oxacid  200,100 mg powder for  solution for infusion
Oxacid  400, 5 mg powder solut. Infus.
Oxacillin,5 mg/ml concentrate for  solution for infusion
Oxalap,powd. sol. for inf. 5  mg/ml - 50 mg/fl; 100 mg/fl
Oxalicip,5 mg/ml concentrate for  solution for infusion
Oxalipatin  Tchaikapharma,5 mg/ml concentrate for  solution for infusion
Oxaliplatin  - Haemato,5 mg. concentrate for  solution for infusino
Oxaliplatin  - Tchaikapharma,conc. inf. 5 mg/ml
Oxaliplatin  - Tchaikapharma,5 mg/ml concentrate for  solution for infusion
"Oxaliplatin  ""EBEWE""",5 mg/ml powder for  solution for infusion
Oxaliplatin  Accord,5 mg/ml concentrate for  solution for infusion
Oxaliplatin  Accord,5 mg/ml concentrate for  solutio for infusion
Oxaliplatin  Accord,5 mg/ml concetrate for  solution for infusion
Oxaliplatin  Actavis,5 mg/ml concentrate for  solution for infusion
Oxaliplatin  Actavis,powd. for sol. inf. 5  mg/ml - 1 x 25; 10 x 25 ml; 1 x 50 ml; 10 x 50 ml
Oxaliplatin  Alvogen,conc. inf. 5 mg/ml - 10  ml x 1; 20 ml x 1; 40 ml x 1
Oxaliplatin  Apocare,100 mg powder for  solution for infusion
Oxaliplatin  AQVIDA,50 mg powder for  solution for infusion
Oxaliplatin  Bulgermed,150 mg film - coated  tablets
Oxaliplatin  CSC,300 mg film - coated  tablets
Oxaliplatin  Ebewe,600 mg film - coated  tablets
Oxaliplatin  HAEMATO,120 mg film - coated  tablets
Oxaliplatin  Kabi,60 mg film - coated  tablets
Oxaliplatin  Mylan,90 mg film - coated  tablets
Oxaliplatin  Pharmaswiss,"powd. inh. 4,5 mcg/dose  - 60 doses"
Oxaliplatin  Pliva,powd. inh. 9 mcg/dose -  60 doses
Oxaliplatin-Tchaikapharma,emul. cut. 5% - 30 ml
Oxaliplatin-Tchaikapharma,20 mg/10 mg prolonged -  release tablets
Oxcarbazepin  Sandoz,"5 mg/2,5 mg prolonged -  release tablets"
Oxcarbazepin  Sandoz,10 mg/5 mg prolonged -  release tablets
Oxcarbazepin  Sandoz,30 mg/15 mg prolonged -  release tablets
Oxidraxib,40 mg/20 mg prolonged -  release tablets
Oxidraxib,"5 mg capsules, hard"
Oxidraxib,80 mg prolonged -  release tablets
Oxis  Turbuhaler,60 mg prolonged -  release tablets
Oxis  Turbuhaler,30 mg prolonged -  release tablets
Oxy  5 Benzacne,15 mg prolonged -  release tablets
Oxycodon  Naloxon G.L.,5 mg prolonged - release  tablets
Oxycodon  Naloxon G.L.,"10 mg capsules, hard"
Oxycodon  Naloxon G.L.,"20 mg capsules, hard"
Oxycodon  Naloxon G.L.,10 mg prolonged -  release tablets
Oxycodon  Naloxon G.L.,20 mg prolonged -  release tablets
Oxycodone  Actavis,40 mg prolonged -  release tablets
Oxycodone  Actavis,"5 mg/2,5 mg  prolonged-release tablets"
Oxycodone  Actavis,10 mg/5 mg  prolonged-release tablets
Oxycodone  Actavis,20 mg/10 mg  prolonged-release tablets
Oxycodone  Actavis,40 mg/20 mg  prolonged-release tablets
Oxycodone  Actavis,"10 mg capsules, hard"
Oxycodone  Actavis,"20 mg capsules, hard"
Oxycodone  Actavis,10 mg/5 mg prolonged -  release tablets
Oxycodone Actavis,20 mg/10 mg prolonged -  release tablets
Oxycodone Actavis,10 mg modified - release  tablets
Oxycodone Actavis,20 mg modified - release  tablets
Oxycodone Naloxone Sandoz,40 mg modified - release  tablets
Oxycodone Naloxone Sandoz,80 mg modified - release  tablets
Oxycodone Naloxone Sandoz,"spray cut. 9,30 mg/g +  3,10 mg/g - 16,125 g x 1; 32,25 g x 1"
Oxycodone Naloxone Sandoz,gas inh. 40 l/150 bar
Oxycodone  Teva,"100 % medicinal gas,  cryogenic, mobile cryogenic vessel"
Oxycodone  Teva,"100 % medicinal gas,  cryogenic, fixed cryogenic vessel"
